id,type,enable,body,value,business_id
1517,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,380
1518,NEW_REWARD,1,Congrats! You just earned a new reward.,0,380
1519,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,380
1520,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,380
1521,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,381
1522,NEW_REWARD,1,Congrats! You just earned a new reward.,0,381
1523,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,381
1524,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,381
1525,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,382
1526,NEW_REWARD,1,Congrats! You just earned a new reward.,0,382
1527,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,382
1528,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,382
1529,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,383
1530,NEW_REWARD,1,Congrats! You just earned a new reward.,0,383
1531,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,383
1532,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,383
1533,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,384
1534,NEW_REWARD,1,Congrats! You just earned a new reward.,0,384
1535,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,384
1536,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,384
1537,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,385
1538,NEW_REWARD,1,Congrats! You just earned a new reward.,0,385
1539,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,385
1540,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,385
1541,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,386
1542,NEW_REWARD,1,Congrats! You just earned a new reward.,0,386
1543,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,386
1544,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,386
1545,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,387
1546,NEW_REWARD,1,Congrats! You just earned a new reward.,0,387
1547,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,387
1548,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,387
1549,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,388
1550,NEW_REWARD,1,Congrats! You just earned a new reward.,0,388
1551,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,388
1552,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,388
1553,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,389
1554,NEW_REWARD,1,Congrats! You just earned a new reward.,0,389
1555,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,389
1556,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,389
1557,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,390
1558,NEW_REWARD,1,Congrats! You just earned a new reward.,0,390
1559,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,390
1560,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,390
1561,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,391
1562,NEW_REWARD,1,Congrats! You just earned a new reward.,0,391
1563,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,391
1564,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,391
1565,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,392
1566,NEW_REWARD,1,Congrats! You just earned a new reward.,0,392
1567,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,392
1568,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,392
1569,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,393
1570,NEW_REWARD,1,Congrats! You just earned a new reward.,0,393
1571,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,393
1572,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,393
1573,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,394
1574,NEW_REWARD,1,Congrats! You just earned a new reward.,0,394
1575,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,394
1576,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,394
1577,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,395
1578,NEW_REWARD,1,Congrats! You just earned a new reward.,0,395
1579,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,395
1580,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,395
1581,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,396
1582,NEW_REWARD,1,Congrats! You just earned a new reward.,0,396
1583,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,396
1584,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,396
1585,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,397
1586,NEW_REWARD,1,Congrats! You just earned a new reward.,0,397
1587,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,397
1588,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,397
1589,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,398
1590,NEW_REWARD,1,Congrats! You just earned a new reward.,0,398
1591,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,398
1592,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,398
1593,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,399
1594,NEW_REWARD,1,Congrats! You just earned a new reward.,0,399
1595,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,399
1596,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,399
1597,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,400
1598,NEW_REWARD,1,Congrats! You just earned a new reward.,0,400
1599,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,400
1600,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,400
1601,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,401
1602,NEW_REWARD,0,Congrats! You just earned a new reward.,0,401
1603,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,401
1604,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,401
1605,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,402
1606,NEW_REWARD,1,Congrats! You just earned a new reward.,0,402
1607,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,402
1608,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,402
1609,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,403
1610,NEW_REWARD,1,Congrats! You just earned a new reward.,0,403
1611,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,403
1612,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,403
1613,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,404
1614,NEW_REWARD,1,Congrats! You just earned a new reward.,0,404
1615,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,404
1616,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,404
1617,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,405
1618,NEW_REWARD,1,Congrats! You just earned a new reward.,0,405
1619,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,405
1620,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,405
1621,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,406
1622,NEW_REWARD,1,Congrats! You just earned a new reward.,0,406
1623,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,406
1624,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,406
1625,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,407
1626,NEW_REWARD,1,Congrats! You just earned a new reward.,0,407
1627,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,407
1628,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,407
1629,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,408
1630,NEW_REWARD,1,Congrats! You just earned a new reward.,0,408
1631,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,408
1632,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,408
1633,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,409
1634,NEW_REWARD,1,Congrats! You just earned a new reward.,0,409
1635,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,409
1636,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,409
1637,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,410
1638,NEW_REWARD,1,Congrats! You just earned a new reward.,0,410
1639,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,410
1640,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,410
1641,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,411
1642,NEW_REWARD,0,Congrats! You just earned a new reward.,0,411
1643,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,411
1644,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,411
1645,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,412
1646,NEW_REWARD,1,Congrats! You just earned a new reward.,0,412
1647,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,412
1648,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,412
1649,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,413
1650,NEW_REWARD,0,Congrats! You just earned a new reward.,0,413
1651,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,413
1652,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,413
1653,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,414
1654,NEW_REWARD,1,Congrats! You just earned a new reward.,0,414
1655,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,414
1656,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,414
1657,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,415
1658,NEW_REWARD,1,Congrats! You just earned a new reward.,0,415
1659,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,415
1660,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,415
1661,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,416
1662,NEW_REWARD,1,Congrats! You just earned a new reward.,0,416
1663,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,416
1664,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,416
1665,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,417
1666,NEW_REWARD,0,Congrats! You just earned a new reward.,0,417
1667,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,417
1668,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,417
1669,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,418
1670,NEW_REWARD,1,Congrats! You just earned a new reward.,0,418
1671,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,418
1672,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,418
1673,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,419
1674,NEW_REWARD,1,Congrats! You just earned a new reward.,0,419
1675,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,419
1676,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,419
1677,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,420
1678,NEW_REWARD,1,Congrats! You just earned a new reward.,0,420
1679,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,420
1680,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,420
1681,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,421
1682,NEW_REWARD,0,Congrats! You just earned a new reward.,0,421
1683,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,421
1684,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,421
1685,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,422
1686,NEW_REWARD,1,Congrats! You just earned a new reward.,0,422
1687,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,422
1688,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,422
1689,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,423
1690,NEW_REWARD,1,Congrats! You just earned a new reward.,0,423
1691,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,423
1692,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,423
1693,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,424
1694,NEW_REWARD,1,Congrats! You just earned a new reward.,0,424
1695,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,424
1696,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,424
1697,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,425
1698,NEW_REWARD,0,Congrats! You just earned a new reward.,0,425
1699,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,425
1700,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,425
1701,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,426
1702,NEW_REWARD,1,Congrats! You just earned a new reward.,0,426
1703,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,426
1704,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,426
1705,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,427
1706,NEW_REWARD,1,Congrats! You just earned a new reward.,0,427
1707,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,427
1708,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,427
1709,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,428
1710,NEW_REWARD,1,Congrats! You just earned a new reward.,0,428
1711,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,428
1712,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,428
1713,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,429
1714,NEW_REWARD,1,Congrats! You just earned a new reward.,0,429
1715,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,429
1716,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,429
1717,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,430
1718,NEW_REWARD,1,Congrats! You just earned a new reward.,0,430
1719,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,430
1720,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,430
1721,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,431
1722,NEW_REWARD,1,Congrats! You just earned a new reward.,0,431
1723,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,431
1724,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,431
1725,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,432
1726,NEW_REWARD,1,Congrats! You just earned a new reward.,0,432
1727,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,432
1728,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,432
1729,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,433
1730,NEW_REWARD,0,Congrats! You just earned a new reward.,0,433
1731,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,433
1732,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,433
1733,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,434
1734,NEW_REWARD,0,Congrats! You just earned a new reward.,0,434
1735,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,434
1736,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,434
1737,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,435
1738,NEW_REWARD,1,Congrats! You just earned a new reward.,0,435
1739,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,435
1740,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,435
1741,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,436
1742,NEW_REWARD,1,Congrats! You just earned a new reward.,0,436
1743,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,436
1744,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,436
1745,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,437
1746,NEW_REWARD,1,Congrats! You just earned a new reward.,0,437
1747,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,437
1748,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,437
1749,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,438
1750,NEW_REWARD,1,Congrats! You just earned a new reward.,0,438
1751,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,438
1752,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,438
1753,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,439
1754,NEW_REWARD,0,Congrats! You just earned a new reward.,0,439
1755,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,439
1756,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,439
1757,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,440
1758,NEW_REWARD,1,Congrats! You just earned a new reward.,0,440
1759,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,440
1760,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,440
1761,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,441
1762,NEW_REWARD,1,Congrats! You just earned a new reward.,0,441
1763,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,441
1764,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,441
1765,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,442
1766,NEW_REWARD,1,Congrats! You just earned a new reward.,0,442
1767,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,442
1768,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,442
1769,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,443
1770,NEW_REWARD,0,Congrats! You just earned a new reward.,0,443
1771,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,443
1772,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,443
1773,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,444
1774,NEW_REWARD,1,Congrats! You just earned a new reward.,0,444
1775,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,444
1776,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,444
1777,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,445
1778,NEW_REWARD,1,Congrats! You just earned a new reward.,0,445
1779,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,445
1780,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,445
1781,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,446
1782,NEW_REWARD,1,Congrats! You just earned a new reward.,0,446
1783,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,446
1784,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,446
1785,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,447
1786,NEW_REWARD,1,Congrats! You just earned a new reward.,0,447
1787,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,447
1788,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,447
1789,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,448
1790,NEW_REWARD,1,Congrats! You just earned a new reward.,0,448
1791,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,448
1792,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,448
1793,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,449
1794,NEW_REWARD,1,Congrats! You just earned a new reward.,0,449
1795,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,449
1796,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,449
1797,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,450
1798,NEW_REWARD,1,Congrats! You just earned a new reward.,0,450
1799,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,450
1800,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,450
1801,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,451
1802,NEW_REWARD,1,Congrats! You just earned a new reward.,0,451
1803,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,451
1804,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,451
1805,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,452
1806,NEW_REWARD,1,Congrats! You just earned a new reward.,0,452
1807,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,452
1808,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,452
1809,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,453
1810,NEW_REWARD,0,Congrats! You just earned a new reward.,0,453
1811,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,453
1812,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,453
1813,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,454
1814,NEW_REWARD,1,Congrats! You just earned a new reward.,0,454
1815,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,454
1816,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,454
1817,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,455
1818,NEW_REWARD,1,Congrats! You just earned a new reward.,0,455
1819,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,455
1820,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,455
1821,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,456
1822,NEW_REWARD,1,Congrats! You just earned a new reward.,0,456
1823,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,456
1824,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,456
1825,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,457
1826,NEW_REWARD,1,Congrats! You just earned a new reward.,0,457
1827,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,457
1828,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,457
1829,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,458
1830,NEW_REWARD,1,Congrats! You just earned a new reward.,0,458
1831,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,458
1832,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,458
1833,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,459
1834,NEW_REWARD,1,Congrats! You just earned a new reward.,0,459
1835,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,459
1836,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,459
1837,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,460
1838,NEW_REWARD,1,Congrats! You just earned a new reward.,0,460
1839,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,460
1840,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,460
1841,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,461
1842,NEW_REWARD,1,Congrats! You just earned a new reward.,0,461
1843,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,461
1844,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,461
1845,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,462
1846,NEW_REWARD,1,Congrats! You just earned a new reward.,0,462
1847,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,462
1848,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,462
1849,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,463
1850,NEW_REWARD,1,Congrats! You just earned a new reward.,0,463
1851,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,463
1852,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,463
1853,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,464
1854,NEW_REWARD,0,Congrats! You just earned a new reward.,0,464
1855,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,464
1856,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,464
1857,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,465
1858,NEW_REWARD,1,Congrats! You just earned a new reward.,0,465
1859,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,465
1860,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,465
1861,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,466
1862,NEW_REWARD,1,Congrats! You just earned a new reward.,0,466
1863,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,466
1864,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,466
1865,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,467
1866,NEW_REWARD,1,Congrats! You just earned a new reward.,0,467
1867,INACTIVITY_SHORT,0,We miss you! It has been a while. Come earn points.,60,467
1868,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,467
1869,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,468
1870,NEW_REWARD,1,Congrats! You just earned a new reward.,0,468
1871,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,468
1872,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,468
1873,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,469
1874,NEW_REWARD,1,Congrats! You just earned a new reward.,0,469
1875,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,469
1876,INACTIVITY_LONG,0,Long time no see! Here is an incentive to come back.,90,469
1877,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,470
1878,NEW_REWARD,1,Congrats! You just earned a new reward.,0,470
1879,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,470
1880,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,470
1881,BIRTHDAY,0,Happy birthday! Your special gift is waiting for you.,0,471
1882,NEW_REWARD,0,Congrats! You just earned a new reward.,0,471
1883,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,471
1884,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,471
1885,BIRTHDAY,1,Happy birthday! Your special gift is waiting for you.,0,472
1886,NEW_REWARD,1,Congrats! You just earned a new reward.,0,472
1887,INACTIVITY_SHORT,1,We miss you! It has been a while. Come earn points.,60,472
1888,INACTIVITY_LONG,1,Long time no see! Here is an incentive to come back.,90,472
