id,uid,name,slug,loyalty_type,stamps_in_strip,apple_background_color,apple_description,apple_foreground_color,apple_label_color,enroll_logo,apple_pass_icon,apple_pass_strips_folder,apple_back_fields,apple_header_field_label,apple_header_field_value,cardholder_label,max_transaction_amount,tier,active,header_text,max_transaction_amount_per_day,enable_new_transaction_email,apple_pass_icon_rectangle,timezone_id,country_id,require_business_branch_in_form,enable_raffles,card_qr_redirect_url,additional_form_checkbox,can_see_products_analytics,can_see_business_branches_analytics,can_do_exports
47,fee42557,Daily Market,daily-market-797,STAMPS,8,#FFFFFF,Loyalty card for Daily Market,#FFFFFF,#CCCCCC,assets/logos/daily-market-797.png,assets/icons/daily-market-797.png,assets/strips/daily-market-797/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/daily-market-797""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to Daily Market,3000,1,assets/icons/daily-market-797_rect.png,4,2,1,1,https://luyoa.com/enroll/daily-market-797,[],0,0,0
48,10bcbc8f,Pure Beauty,pure-beauty,BALANCE,,#FFFFFF,Loyalty card for Pure Beauty,#FFFFFF,#CCCCCC,assets/logos/pure-beauty.png,assets/icons/pure-beauty.png,assets/strips/pure-beauty/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pure-beauty""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to Pure Beauty,25000,0,assets/icons/pure-beauty_rect.png,2,2,1,1,https://luyoa.com/enroll/pure-beauty,[],1,1,0
49,bdf8f36c,AutoSpa,autospa-843,BALANCE,,#FFFFFF,Loyalty card for AutoSpa,#FFFFFF,#CCCCCC,assets/logos/autospa-843.png,assets/icons/autospa-843.png,assets/strips/autospa-843/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/autospa-843""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to AutoSpa,6000,1,assets/icons/autospa-843_rect.png,2,2,0,0,https://luyoa.com/enroll/autospa-843,[],0,0,0
50,f5dbac11,Boost Gym,boost-gym,STAMPS,12,#0F3460,Loyalty card for Boost Gym,#FFFFFF,#CCCCCC,assets/logos/boost-gym.png,assets/icons/boost-gym.png,assets/strips/boost-gym/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/boost-gym""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,GROW,1,Welcome to Boost Gym,10000,1,assets/icons/boost-gym_rect.png,1,1,1,0,https://luyoa.com/enroll/boost-gym,[],1,1,1
51,bbece392,Bite Rush,bite-rush,STAMPS,12,#FFFFFF,Loyalty card for Bite Rush,#FFFFFF,#CCCCCC,assets/logos/bite-rush.png,assets/icons/bite-rush.png,assets/strips/bite-rush/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bite-rush""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to Bite Rush,3000,0,assets/icons/bite-rush_rect.png,4,2,1,0,https://luyoa.com/enroll/bite-rush,[],1,1,0
52,97fa2bdc,PetZone,petzone,STAMPS,6,#F5F5F5,Loyalty card for PetZone,#FFFFFF,#CCCCCC,assets/logos/petzone.png,assets/icons/petzone.png,assets/strips/petzone/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/petzone""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,STARTER,1,Welcome to PetZone,25000,1,assets/icons/petzone_rect.png,4,2,1,1,https://luyoa.com/enroll/petzone,[],0,0,0
53,dd8e306e,SmilePlus,smileplus,BALANCE,,#F5F5F5,Loyalty card for SmilePlus,#FFFFFF,#CCCCCC,assets/logos/smileplus.png,assets/icons/smileplus.png,assets/strips/smileplus/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smileplus""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to SmilePlus,2000,1,assets/icons/smileplus_rect.png,1,1,1,0,https://luyoa.com/enroll/smileplus,[],1,1,0
54,a5a43ce3,RollMaster,rollmaster-720,BALANCE,,#1A1A2E,Loyalty card for RollMaster,#FFFFFF,#CCCCCC,assets/logos/rollmaster-720.png,assets/icons/rollmaster-720.png,assets/strips/rollmaster-720/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/rollmaster-720""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to RollMaster,4000,0,assets/icons/rollmaster-720_rect.png,3,2,0,0,https://luyoa.com/enroll/rollmaster-720,[],1,1,0
55,19a3f415,The Bakehouse,the-bakehouse-757,BALANCE,,#1A1A2E,Loyalty card for The Bakehouse,#FFFFFF,#CCCCCC,assets/logos/the-bakehouse-757.png,assets/icons/the-bakehouse-757.png,assets/strips/the-bakehouse-757/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-bakehouse-757""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to The Bakehouse,10000,1,assets/icons/the-bakehouse-757_rect.png,2,2,0,0,https://luyoa.com/enroll/the-bakehouse-757,[],1,1,1
56,3e1108e9,Mode & Co,mode-and-co-130,BALANCE,,#FFFFFF,Loyalty card for Mode & Co,#FFFFFF,#CCCCCC,assets/logos/mode-and-co-130.png,assets/icons/mode-and-co-130.png,assets/strips/mode-and-co-130/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/mode-and-co-130""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to Mode & Co,5000,1,assets/icons/mode-and-co-130_rect.png,1,1,0,1,https://luyoa.com/enroll/mode-and-co-130,[],0,0,0
57,2b9aaff4,Inner Peace Studio,inner-peace-studio,BALANCE,,#F5F5F5,Loyalty card for Inner Peace Studio,#FFFFFF,#CCCCCC,assets/logos/inner-peace-studio.png,assets/icons/inner-peace-studio.png,assets/strips/inner-peace-studio/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/inner-peace-studio""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to Inner Peace Studio,3000,1,assets/icons/inner-peace-studio_rect.png,1,1,0,0,https://luyoa.com/enroll/inner-peace-studio,[],0,0,0
58,fe458b72,The Lens Studio,the-lens-studio,BALANCE,,#1A1A2E,Loyalty card for The Lens Studio,#FFFFFF,#CCCCCC,assets/logos/the-lens-studio.png,assets/icons/the-lens-studio.png,assets/strips/the-lens-studio/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-lens-studio""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,CORE,1,Welcome to The Lens Studio,10000,0,assets/icons/the-lens-studio_rect.png,2,2,1,1,https://luyoa.com/enroll/the-lens-studio,[],1,1,0
59,dd13185e,DevicePoint,devicepoint,STAMPS,12,#2C3E50,Loyalty card for DevicePoint,#FFFFFF,#CCCCCC,assets/logos/devicepoint.png,assets/icons/devicepoint.png,assets/strips/devicepoint/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/devicepoint""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to DevicePoint,5000,0,assets/icons/devicepoint_rect.png,3,2,0,1,https://luyoa.com/enroll/devicepoint,[],0,0,0
60,97fc9242,Bliss Spa,bliss-spa,BALANCE,,#FFFFFF,Loyalty card for Bliss Spa,#FFFFFF,#CCCCCC,assets/logos/bliss-spa.png,assets/icons/bliss-spa.png,assets/strips/bliss-spa/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bliss-spa""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to Bliss Spa,2500,1,assets/icons/bliss-spa_rect.png,1,1,1,0,https://luyoa.com/enroll/bliss-spa,[],0,0,0
61,56fecdf5,The Dental Studio,the-dental-studio-947,BALANCE,,#1B4F72,Loyalty card for The Dental Studio,#FFFFFF,#CCCCCC,assets/logos/the-dental-studio-947.png,assets/icons/the-dental-studio-947.png,assets/strips/the-dental-studio-947/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dental-studio-947""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to The Dental Studio,2000,1,assets/icons/the-dental-studio-947_rect.png,2,2,0,1,https://luyoa.com/enroll/the-dental-studio-947,[],0,0,0
62,9cc88b2a,SmilePlus,smileplus-170,BALANCE,,#2C3E50,Loyalty card for SmilePlus,#FFFFFF,#CCCCCC,assets/logos/smileplus-170.png,assets/icons/smileplus-170.png,assets/strips/smileplus-170/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/smileplus-170""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,GROW,1,Welcome to SmilePlus,5000,1,assets/icons/smileplus-170_rect.png,2,2,1,0,https://luyoa.com/enroll/smileplus-170,[],1,1,1
63,7f3853a3,LangCorner,langcorner-506,STAMPS,12,#2C3E50,Loyalty card for LangCorner,#FFFFFF,#CCCCCC,assets/logos/langcorner-506.png,assets/icons/langcorner-506.png,assets/strips/langcorner-506/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/langcorner-506""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,CORE,0,Welcome to LangCorner,600,1,assets/icons/langcorner-506_rect.png,4,2,1,0,https://luyoa.com/enroll/langcorner-506,[],1,1,0
64,bdb5fb71,Quick Bite,quick-bite,STAMPS,10,#FFFFFF,Loyalty card for Quick Bite,#FFFFFF,#CCCCCC,assets/logos/quick-bite.png,assets/icons/quick-bite.png,assets/strips/quick-bite/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/quick-bite""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,5000,CORE,1,Welcome to Quick Bite,10000,1,assets/icons/quick-bite_rect.png,4,2,1,0,https://luyoa.com/enroll/quick-bite,[],1,1,0
65,156b759c,The Training Zone,the-training-zone,STATIC,,#1A1A2E,Loyalty card for The Training Zone,#FFFFFF,#CCCCCC,assets/logos/the-training-zone.png,assets/icons/the-training-zone.png,assets/strips/the-training-zone/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-training-zone""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,CORE,1,Welcome to The Training Zone,4000,0,assets/icons/the-training-zone_rect.png,2,2,1,0,https://luyoa.com/enroll/the-training-zone,[],1,1,0
66,4a151b4d,Zen Flow,zen-flow,BALANCE,,#1A1A2E,Loyalty card for Zen Flow,#FFFFFF,#CCCCCC,assets/logos/zen-flow.png,assets/icons/zen-flow.png,assets/strips/zen-flow/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/zen-flow""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,GROW,1,Welcome to Zen Flow,400,1,assets/icons/zen-flow_rect.png,4,2,0,1,https://luyoa.com/enroll/zen-flow,[],1,1,1
67,8df15348,WaveRoll,waveroll,BALANCE,,#FFFFFF,Loyalty card for WaveRoll,#FFFFFF,#CCCCCC,assets/logos/waveroll.png,assets/icons/waveroll.png,assets/strips/waveroll/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/waveroll""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,STARTER,1,Welcome to WaveRoll,10000,0,assets/icons/waveroll_rect.png,4,2,1,0,https://luyoa.com/enroll/waveroll,[],0,0,0
68,b2749c6b,The Mat Room,the-mat-room,BALANCE,,#FFFFFF,Loyalty card for The Mat Room,#FFFFFF,#CCCCCC,assets/logos/the-mat-room.png,assets/icons/the-mat-room.png,assets/strips/the-mat-room/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-mat-room""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,GROW,1,Welcome to The Mat Room,10000,0,assets/icons/the-mat-room_rect.png,2,2,0,0,https://luyoa.com/enroll/the-mat-room,[],1,1,1
69,7124833c,The Dough Co,the-dough-co,BALANCE,,#0F3460,Loyalty card for The Dough Co,#FFFFFF,#CCCCCC,assets/logos/the-dough-co.png,assets/icons/the-dough-co.png,assets/strips/the-dough-co/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/the-dough-co""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to The Dough Co,3000,0,assets/icons/the-dough-co_rect.png,3,2,1,1,https://luyoa.com/enroll/the-dough-co,[],0,0,0
70,5fa17329,MedPlus,medplus,BALANCE,,#1A1A2E,Loyalty card for MedPlus,#FFFFFF,#CCCCCC,assets/logos/medplus.png,assets/icons/medplus.png,assets/strips/medplus/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/medplus""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,GROW,1,Welcome to MedPlus,10000,1,assets/icons/medplus_rect.png,2,2,0,0,https://luyoa.com/enroll/medplus,[],1,1,1
71,256a9c43,Fabric House,fabric-house,STAMPS,12,#1A1A2E,Loyalty card for Fabric House,#FFFFFF,#CCCCCC,assets/logos/fabric-house.png,assets/icons/fabric-house.png,assets/strips/fabric-house/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/fabric-house""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to Fabric House,5000,1,assets/icons/fabric-house_rect.png,2,2,1,0,https://luyoa.com/enroll/fabric-house,[],1,1,0
72,75bf60ff,Skin & Soul,skin-and-soul,STATIC,,#1B4F72,Loyalty card for Skin & Soul,#FFFFFF,#CCCCCC,assets/logos/skin-and-soul.png,assets/icons/skin-and-soul.png,assets/strips/skin-and-soul/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/skin-and-soul""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,STARTER,1,Welcome to Skin & Soul,3000,1,assets/icons/skin-and-soul_rect.png,1,1,0,0,https://luyoa.com/enroll/skin-and-soul,[],0,0,0
73,e8928f5f,Casa Blanca,casa-blanca-896,STAMPS,12,#2C3E50,Loyalty card for Casa Blanca,#FFFFFF,#CCCCCC,assets/logos/casa-blanca-896.png,assets/icons/casa-blanca-896.png,assets/strips/casa-blanca-896/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/casa-blanca-896""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to Casa Blanca,400,0,assets/icons/casa-blanca-896_rect.png,1,1,1,1,https://luyoa.com/enroll/casa-blanca-896,[],1,1,1
74,bdf1e768,CarePharm,carepharm-710,BALANCE,,#1B4F72,Loyalty card for CarePharm,#FFFFFF,#CCCCCC,assets/logos/carepharm-710.png,assets/icons/carepharm-710.png,assets/strips/carepharm-710/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/carepharm-710""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to CarePharm,6000,1,assets/icons/carepharm-710_rect.png,1,1,1,1,https://luyoa.com/enroll/carepharm-710,[],1,1,0
75,acfc1b5e,Mindful Yoga,mindful-yoga,STAMPS,6,#FFFFFF,Loyalty card for Mindful Yoga,#FFFFFF,#CCCCCC,assets/logos/mindful-yoga.png,assets/icons/mindful-yoga.png,assets/strips/mindful-yoga/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/mindful-yoga""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Mindful Yoga,10000,0,assets/icons/mindful-yoga_rect.png,1,1,1,0,https://luyoa.com/enroll/mindful-yoga,[],0,0,0
76,eb5b7ccf,Trend Street,trend-street,STATIC,,#F5F5F5,Loyalty card for Trend Street,#FFFFFF,#CCCCCC,assets/logos/trend-street.png,assets/icons/trend-street.png,assets/strips/trend-street/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/trend-street""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Trend Street,6000,0,assets/icons/trend-street_rect.png,3,2,0,0,https://luyoa.com/enroll/trend-street,[],0,0,0
77,0e1fe008,Bite Rush,bite-rush-147,BALANCE,,#0F3460,Loyalty card for Bite Rush,#FFFFFF,#CCCCCC,assets/logos/bite-rush-147.png,assets/icons/bite-rush-147.png,assets/strips/bite-rush-147/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/bite-rush-147""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to Bite Rush,1500,1,assets/icons/bite-rush-147_rect.png,3,2,0,0,https://luyoa.com/enroll/bite-rush-147,[],0,0,0
78,cb1b861c,Trend Street,trend-street-602,STAMPS,10,#1B4F72,Loyalty card for Trend Street,#FFFFFF,#CCCCCC,assets/logos/trend-street-602.png,assets/icons/trend-street-602.png,assets/strips/trend-street-602/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/trend-street-602""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,2000,STARTER,1,Welcome to Trend Street,6000,0,assets/icons/trend-street-602_rect.png,1,1,1,0,https://luyoa.com/enroll/trend-street-602,[],0,0,0
79,9291b98d,Crusty Corner,crusty-corner,STAMPS,12,#FFFFFF,Loyalty card for Crusty Corner,#FFFFFF,#CCCCCC,assets/logos/crusty-corner.png,assets/icons/crusty-corner.png,assets/strips/crusty-corner/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/crusty-corner""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,1000,CORE,1,Welcome to Crusty Corner,5000,0,assets/icons/crusty-corner_rect.png,1,1,1,0,https://luyoa.com/enroll/crusty-corner,[],1,1,0
80,e13ba868,PearlDent,pearldent,BALANCE,,#1B4F72,Loyalty card for PearlDent,#FFFFFF,#CCCCCC,assets/logos/pearldent.png,assets/icons/pearldent.png,assets/strips/pearldent/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/pearldent""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,500,STARTER,1,Welcome to PearlDent,2500,0,assets/icons/pearldent_rect.png,4,2,1,0,https://luyoa.com/enroll/pearldent,[],0,0,0
81,e74200c6,Sunset Grill,sunset-grill,BALANCE,,#F5F5F5,Loyalty card for Sunset Grill,#FFFFFF,#CCCCCC,assets/logos/sunset-grill.png,assets/icons/sunset-grill.png,assets/strips/sunset-grill/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/sunset-grill""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,2000,CORE,1,Welcome to Sunset Grill,10000,1,assets/icons/sunset-grill_rect.png,1,1,1,0,https://luyoa.com/enroll/sunset-grill,[],1,1,0
82,56098937,Market One,market-one,STATIC,,#0F3460,Loyalty card for Market One,#FFFFFF,#CCCCCC,assets/logos/market-one.png,assets/icons/market-one.png,assets/strips/market-one/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/market-one""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Stamps,{{balance}},Member,200,GROW,1,Welcome to Market One,400,0,assets/icons/market-one_rect.png,3,2,1,1,https://luyoa.com/enroll/market-one,[],1,1,1
83,c2442f43,HappyPet,happypet,BALANCE,,#1B4F72,Loyalty card for HappyPet,#FFFFFF,#CCCCCC,assets/logos/happypet.png,assets/icons/happypet.png,assets/strips/happypet/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/happypet""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,STARTER,1,Welcome to HappyPet,3000,1,assets/icons/happypet_rect.png,1,1,1,0,https://luyoa.com/enroll/happypet,[],0,0,0
84,a99460a6,WhiteSmile,whitesmile,BALANCE,,#1B4F72,Loyalty card for WhiteSmile,#FFFFFF,#CCCCCC,assets/logos/whitesmile.png,assets/icons/whitesmile.png,assets/strips/whitesmile/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/whitesmile""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,200,CORE,1,Welcome to WhiteSmile,1000,1,assets/icons/whitesmile_rect.png,3,2,1,0,https://luyoa.com/enroll/whitesmile,[],1,1,0
85,9550dfd4,MedPlus,medplus-241,BALANCE,,#F5F5F5,Loyalty card for MedPlus,#FFFFFF,#CCCCCC,assets/logos/medplus-241.png,assets/icons/medplus-241.png,assets/strips/medplus-241/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/medplus-241""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,5000,STARTER,1,Welcome to MedPlus,15000,1,assets/icons/medplus-241_rect.png,2,2,0,0,https://luyoa.com/enroll/medplus-241,[],0,0,0
86,42adca0b,Golden Loaf,golden-loaf,BALANCE,,#F5F5F5,Loyalty card for Golden Loaf,#FFFFFF,#CCCCCC,assets/logos/golden-loaf.png,assets/icons/golden-loaf.png,assets/strips/golden-loaf/,"[{""key"": ""web"", ""label"": ""Visit us"", ""value"": ""https://luyoa.com/golden-loaf""}, {""key"": ""support"", ""label"": ""Support"", ""value"": ""hello@luyoa.com""}]",Balance,{{balance}},Member,1000,CORE,1,Welcome to Golden Loaf,2000,1,assets/icons/golden-loaf_rect.png,3,2,0,1,https://luyoa.com/enroll/golden-loaf,[],1,1,0
